trade_day,group1,group2,group3,group4,group5,Benchmark
20160229,1.6263034087551211,2.3806251477855382,2.4022087216692576,2.4647669303047217,2.471913746566783,0.6964953691248881
20160331,1.5944228307945876,2.3227098200363354,2.3903882006863775,2.4360285270961395,2.431592423687036,0.683218859142313
20160429,1.596222705675114,2.326362438565129,2.3732615289496652,2.447502283618274,2.427955292843267,0.6859923630005279
20160531,1.700138216042797,2.481073820490324,2.520955008250035,2.6471026688563013,2.5912341990939485,0.6826076351381628
20160630,1.6592048650859768,2.437349625499678,2.4940915298007744,2.6133907816036515,2.5339165286370524,0.6934312411411915
20160729,1.7455740221346538,2.535588733383321,2.5912825558869845,2.722410480561943,2.63727594301766,0.7202391740457165
20160831,1.738038562734834,2.497168093537915,2.5456532600729602,2.680847693195263,2.5839613266244803,0.704113084556947
20160930,1.7821010930796952,2.5614458401111655,2.6043139412665703,2.747729103667745,2.6662356559094755,0.7220753783059094
20161031,1.8116968040793455,2.6322708774944283,2.6516614665462126,2.7941278969494174,2.704485048791413,0.7657346191380363
20161130,1.7096726028402902,2.471242538891885,2.482954745049126,2.622481361291439,2.5685998071592553,0.7164055241092715
20161230,1.644716011466514,2.419365491733342,2.4120046263021857,2.566669581932507,2.4888738427316923,0.7332611606654926
20170126,1.7134075319075521,2.5187010097431095,2.4902656786081243,2.663656034925067,2.5825916978622296,0.7472966740332717
20170228,1.693456750048487,2.504011416534663,2.468249948391815,2.6309526803845227,2.5588287999327233,0.7479968729986862
20170331,1.6328589142859122,2.3845942121514927,2.355828315746249,2.547773645004407,2.413254188245541,0.744470663909908
20170428,1.5377522760630948,2.2456163872673853,2.2062644192043335,2.3961113708853676,2.2571997325549087,0.7559699904835107
20170531,1.602441191339619,2.3242375890666356,2.29769378220222,2.506972473066988,2.3514786103103367,0.7936102732208749
20170630,1.5978879028909871,2.3231866471157536,2.3006698801048873,2.466329412953611,2.3437926275893286,0.8089932453914722
20170731,1.658526262206406,2.3929588787741447,2.4077091238374204,2.5625002716894483,2.4344607411251946,0.8272210139336399
20170831,1.7134402874384846,2.45930687860272,2.4552175975441424,2.638935948512654,2.540054182660893,0.8303394662065054
20170929,1.6708196233905246,2.427870405760687,2.43996290586303,2.5768868780892014,2.502594929083441,0.8671796885162141
20171031,1.6708196233905246,2.427870405760687,2.43996290586303,2.5768868780892014,2.502594929083441,
